asteroidLabel,discovered,discovererLabel
(17180) 1999 TS291,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
13408 Deadoklestic,1999-10-10T00:00:00Z,Korado Korlević
13408 Deadoklestic,1999-10-10T00:00:00Z,Mario Jurić
47164 Ticino,1999-10-10T00:00:00Z,Stefano Sposetti
22937 Nataliavella,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
22938 Brilawrence,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
22936 Ricmccutchen,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
22940 Chyan,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
24084 Teresaswiger,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
21860 Joannaguy,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
24070 Toniwest,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
24069 Barbarapener,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
20649 Miklenov,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
20623 Davidyoung,1999-10-10T00:00:00Z,Gina Fedon
20623 Davidyoung,1999-10-10T00:00:00Z,Mark Abraham
22898 Falce,1999-10-10T00:00:00Z,Stefano Sposetti
12932 Conedera,1999-10-10T00:00:00Z,Stefano Sposetti
36182 Montigiani,1999-10-10T00:00:00Z,Matteo Santangelo
70446 Pugh,1999-10-10T00:00:00Z,Stefano Sposetti
(102230) 1999 TA18,1999-10-10T00:00:00Z,Beijing Schmidt CCD Asteroid Program
(121342) 1999 TV19,1999-10-10T00:00:00Z,Beijing Schmidt CCD Asteroid Program
(185758) 1999 TE18,1999-10-10T00:00:00Z,Beijing Schmidt CCD Asteroid Program
(187810) 1999 TC18,1999-10-10T00:00:00Z,Beijing Schmidt CCD Asteroid Program
(40768) 1999 TZ17,1999-10-10T00:00:00Z,Beijing Schmidt CCD Asteroid Program
(40769) 1999 TJ18,1999-10-10T00:00:00Z,Beijing Schmidt CCD Asteroid Program
(66672) 1999 TB18,1999-10-10T00:00:00Z,Beijing Schmidt CCD Asteroid Program
(80138) 1999 TY35,1999-10-10T00:00:00Z,Beijing Schmidt CCD Asteroid Program
(96880) 1999 TD18,1999-10-10T00:00:00Z,Beijing Schmidt CCD Asteroid Program
(44731) 1999 TF18,1999-10-10T00:00:00Z,Beijing Schmidt CCD Asteroid Program
(20648) 1999 TF166,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(20650) 1999 TG173,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(21806) 1999 TE14,1999-10-10T00:00:00Z,Korado Korlević
(21806) 1999 TE14,1999-10-10T00:00:00Z,Mario Jurić
(21807) 1999 TH14,1999-10-10T00:00:00Z,Korado Korlević
(21807) 1999 TH14,1999-10-10T00:00:00Z,Mario Jurić
(21824) 1999 TD75,1999-10-10T00:00:00Z,Spacewatch
(21859) 1999 TF172,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(21868) 1999 TK291,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(22917) 1999 TA77,1999-10-10T00:00:00Z,Spacewatch
(24056) 1999 TT73,1999-10-10T00:00:00Z,Spacewatch
(24057) 1999 TG76,1999-10-10T00:00:00Z,Spacewatch
(24071) 1999 TS174,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(24085) 1999 TM291,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(25359) 1999 TW11,1999-10-10T00:00:00Z,Korado Korlević
(25359) 1999 TW11,1999-10-10T00:00:00Z,Mario Jurić
(25360) 1999 TK14,1999-10-10T00:00:00Z,Korado Korlević
(25360) 1999 TK14,1999-10-10T00:00:00Z,Mario Jurić
(28405) 1999 TG13,1999-10-10T00:00:00Z,Takeshi Urata
(38459) 1999 TX12,1999-10-10T00:00:00Z,Charles W. Juels
(38500) 1999 TN165,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38501) 1999 TN170,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38502) 1999 TC171,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38524) 1999 TS287,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38525) 1999 TY288,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(121432) 1999 TG171,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(162252) 1999 TJ290,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(181956) 1999 TV287,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(187816) 1999 TL177,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(47215) 1999 TZ319,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(66806) 1999 TC286,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(66808) 1999 TU288,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(70585) 1999 TA170,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(75003) 1999 TO286,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(91737) 1999 TW172,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(91743) 1999 TA180,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(19706) 1999 TU11,1999-10-10T00:00:00Z,Korado Korlević
(19706) 1999 TU11,1999-10-10T00:00:00Z,Mario Jurić
(200213) 1999 TH169,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(200214) 1999 TX169,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
(200215) 1999 TX178,1999-10-10T00:00:00Z,Lincoln Near-Earth Asteroid Research
28411 Xiuqicao,1999-10-09T00:00:00Z,Lincoln Near-Earth Asteroid Research
25372 Shanagarza,1999-10-09T00:00:00Z,Lincoln Near-Earth Asteroid Research
20625 Noto,1999-10-09T00:00:00Z,Akira Tsuchikawa
20624 Dariozanetti,1999-10-09T00:00:00Z,Stefano Sposetti
70444 Genovali,1999-10-09T00:00:00Z,Maura Tombelli
70444 Genovali,1999-10-09T00:00:00Z,Luciano Tesi
(21810) 1999 TK19,1999-10-09T00:00:00Z,Fumiaki Uto
(20621) 1999 TK11,1999-10-09T00:00:00Z,Jaume Nomen
(20656) 1999 TX258,1999-10-09T00:00:00Z,Lincoln Near-Earth Asteroid Research
(21823) 1999 TX72,1999-10-09T00:00:00Z,Spacewatch
(21867) 1999 TQ251,1999-10-09T00:00:00Z,Lincoln Near-Earth Asteroid Research
(22904) 1999 TL19,1999-10-09T00:00:00Z,Fumiaki Uto
(22956) 1999 TK253,1999-10-09T00:00:00Z,Lincoln Near-Earth Asteroid Research
(24055) 1999 TX71,1999-10-09T00:00:00Z,Spacewatch
(24083) 1999 TM283,1999-10-09T00:00:00Z,Lincoln Near-Earth Asteroid Research
36213 Robertotisgreen,1999-10-09T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38499) 1999 TT161,1999-10-09T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38517) 1999 TL249,1999-10-09T00:00:00Z,Catalina Sky Survey
(38519) 1999 TB253,1999-10-09T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38520) 1999 TZ255,1999-10-09T00:00:00Z,Spacewatch
(38527) 1999 TJ315,1999-10-09T00:00:00Z,Lincoln Near-Earth Asteroid Research
(118429) 1999 TE163,1999-10-09T00:00:00Z,Lincoln Near-Earth Asteroid Research
(168509) 1999 TU68,1999-10-09T00:00:00Z,Spacewatch
(175827) 1999 TS72,1999-10-09T00:00:00Z,Spacewatch
(192749) 1999 TN251,1999-10-09T00:00:00Z,Catalina Sky Survey
40917 Pauljorden,1999-10-09T00:00:00Z,Lincoln Near-Earth Asteroid Research
(40966) 1999 TM250,1999-10-09T00:00:00Z,Catalina Sky Survey
(60132) 1999 TN259,1999-10-09T00:00:00Z,Lincoln Near-Earth Asteroid Research
(91595) 1999 TZ9,1999-10-09T00:00:00Z,Paul G. Comba
(91727) 1999 TH162,1999-10-09T00:00:00Z,Lincoln Near-Earth Asteroid Research
19707 Tokunai,1999-10-08T00:00:00Z,Tomimaru Okuni
66667 Kambič,1999-10-08T00:00:00Z,Črni Vrh Observatory
24068 Simonsen,1999-10-08T00:00:00Z,Lincoln Near-Earth Asteroid Research
42929 Francini,1999-10-08T00:00:00Z,Giuseppe Forti
42929 Francini,1999-10-08T00:00:00Z,Luciano Tesi
(20654) 1999 TO247,1999-10-08T00:00:00Z,Catalina Sky Survey
(20655) 1999 TT248,1999-10-08T00:00:00Z,Catalina Sky Survey
(21805) 1999 TQ9,1999-10-08T00:00:00Z,Korado Korlević
(21805) 1999 TQ9,1999-10-08T00:00:00Z,Mario Jurić
(21865) 1999 TD246,1999-10-08T00:00:00Z,Catalina Sky Survey
(21866) 1999 TP247,1999-10-08T00:00:00Z,Catalina Sky Survey
(22954) 1999 TU248,1999-10-08T00:00:00Z,Catalina Sky Survey
(24079) 1999 TH246,1999-10-08T00:00:00Z,Catalina Sky Survey
(24080) 1999 TU247,1999-10-08T00:00:00Z,Catalina Sky Survey
(24082) 1999 TD248,1999-10-08T00:00:00Z,Catalina Sky Survey
(24081) 1999 TY247,1999-10-08T00:00:00Z,Catalina Sky Survey
(28410) 1999 TE246,1999-10-08T00:00:00Z,Catalina Sky Survey
(36181) 1999 TT10,1999-10-08T00:00:00Z,Korado Korlević
(36181) 1999 TT10,1999-10-08T00:00:00Z,Mario Jurić
(36222) 1999 TG246,1999-10-08T00:00:00Z,Catalina Sky Survey
(38516) 1999 TQ248,1999-10-08T00:00:00Z,Catalina Sky Survey
(38518) 1999 TN252,1999-10-08T00:00:00Z,Lincoln Near-Earth Asteroid Research
(160612) 1999 TF67,1999-10-08T00:00:00Z,Spacewatch
25370 Karenfletch,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
16091 Malchiodi,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
25371 Frangaley,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
21858 Gosal,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
20646 Nikhilgupta,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
16090 Lukaszewski,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
16089 Lamb,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
22933 Mareverett,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
21856 Heathermaria,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
21854 Brendandwyer,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
21850 Abshir,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
21852 Bolander,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
21853 Kelseykay,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
20644 Amritdas,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
20643 Angelicaliu,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
19704 Medlock,1999-10-07T00:00:00Z,Steve Brady
12931 Mario,1999-10-07T00:00:00Z,Stefano Sposetti
(66666) 1999 TL9,1999-10-07T00:00:00Z,Korado Korlević
(66666) 1999 TL9,1999-10-07T00:00:00Z,Mario Jurić
26389 Poojarambhia,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
80135 Zanzanini,1999-10-07T00:00:00Z,Stefano Sposetti
96876 Andreamanna,1999-10-07T00:00:00Z,Stefano Sposetti
(74820) 1999 TN11,1999-10-07T00:00:00Z,Robert H. McNaught
(20645) 1999 TH149,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
(20647) 1999 TQ155,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
(20653) 1999 TN245,1999-10-07T00:00:00Z,Catalina Sky Survey
(21851) 1999 TO142,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
(21855) 1999 TG150,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
(21857) 1999 TJ154,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
(22934) 1999 TN155,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
(22935) 1999 TO155,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
(22953) 1999 TW245,1999-10-07T00:00:00Z,Catalina Sky Survey
(22955) 1999 TH251,1999-10-07T00:00:00Z,Catalina Sky Survey
(24067) 1999 TW152,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
(36210) 1999 TD144,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
(36211) 1999 TM152,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
(36212) 1999 TU154,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
(36221) 1999 TS244,1999-10-07T00:00:00Z,Catalina Sky Survey
(38457) 1999 TJ9,1999-10-07T00:00:00Z,Korado Korlević
(38457) 1999 TJ9,1999-10-07T00:00:00Z,Mario Jurić
(38460) 1999 TH13,1999-10-07T00:00:00Z,Korado Korlević
(38460) 1999 TH13,1999-10-07T00:00:00Z,Mario Jurić
(38498) 1999 TX148,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38515) 1999 TP245,1999-10-07T00:00:00Z,Catalina Sky Survey
(38523) 1999 TY279,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
(102285) 1999 TP63,1999-10-07T00:00:00Z,Spacewatch
(102383) 1999 TH152,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
(47187) 1999 TL154,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
(66749) 1999 TN151,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
(70567) 1999 TK151,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
(70492) 1999 TO60,1999-10-07T00:00:00Z,Spacewatch
(19705) 1999 TR10,1999-10-07T00:00:00Z,Korado Korlević
(19705) 1999 TR10,1999-10-07T00:00:00Z,Mario Jurić
(200212) 1999 TE152,1999-10-07T00:00:00Z,Lincoln Near-Earth Asteroid Research
28407 Meghanarao,1999-10-06T00:00:00Z,Lincoln Near-Earth Asteroid Research
22932 Orenbrecher,1999-10-06T00:00:00Z,Lincoln Near-Earth Asteroid Research
21802 Svoreň,1999-10-06T00:00:00Z,Leonard Kornoš
21802 Svoreň,1999-10-06T00:00:00Z,Juraj Tóth
(42930) 1999 TM11,1999-10-06T00:00:00Z,Robert H. McNaught
(21803) 1999 TC7,1999-10-06T00:00:00Z,Korado Korlević
(21803) 1999 TC7,1999-10-06T00:00:00Z,Mario Jurić
(21849) 1999 TA141,1999-10-06T00:00:00Z,Lincoln Near-Earth Asteroid Research
(22895) 1999 TV5,1999-10-06T00:00:00Z,Dennis K. Chesney
(22896) 1999 TU6,1999-10-06T00:00:00Z,Korado Korlević
(22896) 1999 TU6,1999-10-06T00:00:00Z,Mario Jurić
(22897) 1999 TH7,1999-10-06T00:00:00Z,Korado Korlević
(22897) 1999 TH7,1999-10-06T00:00:00Z,Mario Jurić
(22931) 1999 TB132,1999-10-06T00:00:00Z,Lincoln Near-Earth Asteroid Research
(33795) 1999 TR6,1999-10-06T00:00:00Z,Korado Korlević
(33795) 1999 TR6,1999-10-06T00:00:00Z,Mario Jurić
(36209) 1999 TY130,1999-10-06T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38456) 1999 TO6,1999-10-06T00:00:00Z,Korado Korlević
(38456) 1999 TO6,1999-10-06T00:00:00Z,Mario Jurić
(38497) 1999 TK130,1999-10-06T00:00:00Z,Lincoln Near-Earth Asteroid Research
(102279) 1999 TS57,1999-10-06T00:00:00Z,Spacewatch
(91822) 1999 TU277,1999-10-06T00:00:00Z,Lincoln Near-Earth Asteroid Research
(96899) 1999 TB59,1999-10-06T00:00:00Z,Spacewatch
(97020) 1999 TX278,1999-10-06T00:00:00Z,Lincoln Near-Earth Asteroid Research
(70491) 1999 TH58,1999-10-06T00:00:00Z,Spacewatch
(14215) 1999 TV6,1999-10-06T00:00:00Z,Korado Korlević
(14215) 1999 TV6,1999-10-06T00:00:00Z,Mario Jurić
21811 Burroughs,1999-10-05T00:00:00Z,Roy A. Tucker
22952 Hommasachi,1999-10-05T00:00:00Z,Lowell Observatory Near-Earth-Object Search
(237442) 1999 TA10,1999-10-05T00:00:00Z,Lincoln Near-Earth Asteroid Research
(20628) 1999 TS40,1999-10-05T00:00:00Z,Catalina Sky Survey
(22916) 1999 TX40,1999-10-05T00:00:00Z,Catalina Sky Survey
(22930) 1999 TN128,1999-10-05T00:00:00Z,Lincoln Near-Earth Asteroid Research
(36190) 1999 TG40,1999-10-05T00:00:00Z,Catalina Sky Survey
(36220) 1999 TW231,1999-10-05T00:00:00Z,Catalina Sky Survey
(38468) 1999 TD34,1999-10-05T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38511) 1999 TU230,1999-10-05T00:00:00Z,Lowell Observatory Near-Earth-Object Search
40775 Kalafina,1999-10-05T00:00:00Z,Roy A. Tucker
(44742) 1999 TK40,1999-10-05T00:00:00Z,Catalina Sky Survey
(66789) 1999 TS231,1999-10-05T00:00:00Z,Catalina Sky Survey
(96894) 1999 TV40,1999-10-05T00:00:00Z,Catalina Sky Survey
15510 Phoeberounds,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
25369 Dawndonovan,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
21817 Yingling,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
15093 Lestermackey,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
21815 Fanyang,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
25366 Maureenbobo,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
60001 Adélka,1999-10-04T00:00:00Z,Lenka Kotková
21818 Yurkanin,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
22912 Noraxu,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
15509 Annejing,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(16088) 1999 TJ121,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(21816) 1999 TE31,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
29982 Sarahwu,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
21804 Václavneumann,1999-10-04T00:00:00Z,Lenka Kotková
20639 Michellouie,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
22911 Johnpardon,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
22913 Brockman,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
22910 Ruiwang,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
22909 Gongmyunglee,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
22927 Blewett,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
22929 Seanwahl,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
24051 Hadinger,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
24052 Nguyen,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
24062 Hardister,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
24066 Eriksorensen,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
24063 Nanwoodward,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
24065 Barbfriedman,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
21846 Wojakowski,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
20641 Yenuanchen,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
20642 Laurajohnson,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
20638 Lingchen,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
17179 Codina,1999-10-04T00:00:00Z,Lowell Observatory Near-Earth-Object Search
31823 Viète,1999-10-04T00:00:00Z,Paul G. Comba
22951 Okabekazuko,1999-10-04T00:00:00Z,Lowell Observatory Near-Earth-Object Search
(74827) 1999 TW17,1999-10-04T00:00:00Z,Beijing Schmidt CCD Asteroid Program
(44730) 1999 TY17,1999-10-04T00:00:00Z,Beijing Schmidt CCD Asteroid Program
(213069) 1999 TX17,1999-10-04T00:00:00Z,Beijing Schmidt CCD Asteroid Program
(20640) 1999 TF118,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(21819) 1999 TX32,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(21844) 1999 TN112,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(21845) 1999 TC113,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(21847) 1999 TA116,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(21848) 1999 TO116,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(21864) 1999 TD238,1999-10-04T00:00:00Z,Catalina Sky Survey
(20626) 1999 TH21,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(22926) 1999 TK106,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(22949) 1999 TH238,1999-10-04T00:00:00Z,Catalina Sky Survey
(22950) 1999 TO241,1999-10-04T00:00:00Z,Catalina Sky Survey
(24064) 1999 TK119,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(24078) 1999 TJ240,1999-10-04T00:00:00Z,Catalina Sky Survey
(25362) 1999 TH24,1999-10-04T00:00:00Z,Spacewatch
(36186) 1999 TC31,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(36206) 1999 TK107,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(36207) 1999 TB110,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(36208) 1999 TB120,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38455) 1999 TK3,1999-10-04T00:00:00Z,Paul G. Comba
(38465) 1999 TL28,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38466) 1999 TU29,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38467) 1999 TW33,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38472) 1999 TJ51,1999-10-04T00:00:00Z,Spacewatch
(38486) 1999 TE108,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38487) 1999 TL108,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38488) 1999 TP113,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38489) 1999 TB116,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38490) 1999 TA117,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38491) 1999 TO117,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38492) 1999 TQ117,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38493) 1999 TT117,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38494) 1999 TG119,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38495) 1999 TP119,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38496) 1999 TT120,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(38514) 1999 TF238,1999-10-04T00:00:00Z,Catalina Sky Survey
(102260) 1999 TM33,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(102275) 1999 TW50,1999-10-04T00:00:00Z,Spacewatch
(102326) 1999 TM108,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(102333) 1999 TK112,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(102347) 1999 TJ122,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(121354) 1999 TX47,1999-10-04T00:00:00Z,Spacewatch
(121355) 1999 TQ49,1999-10-04T00:00:00Z,Spacewatch
(121393) 1999 TA120,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(175831) 1999 TK117,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(192695) 1999 TB48,1999-10-04T00:00:00Z,Spacewatch
(192710) 1999 TF107,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(40789) 1999 TW31,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(40958) 1999 TV242,1999-10-04T00:00:00Z,Catalina Sky Survey
(42957) 1999 TK122,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(44822) 1999 TW239,1999-10-04T00:00:00Z,Catalina Sky Survey
(60052) 1999 TM107,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(70536) 1999 TW121,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(70642) 1999 TD242,1999-10-04T00:00:00Z,Catalina Sky Survey
(74849) 1999 TP51,1999-10-04T00:00:00Z,Spacewatch
(91669) 1999 TL112,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
(70467) 1999 TG31,1999-10-04T00:00:00Z,Lincoln Near-Earth Asteroid Research
13407 Ikukomakino,1999-10-04T00:00:00Z,Kazurō Watanabe
(200221) 1999 TB229,1999-10-04T00:00:00Z,Spacewatch
21813 Danwinegar,1999-10-03T00:00:00Z,Lincoln Near-Earth Asteroid Research
44821 Amadora,1999-10-03T00:00:00Z,Catalina Sky Survey
20658 Bushmarinov,1999-10-03T00:00:00Z,Lincoln Near-Earth Asteroid Research
25364 Allisonbaas,1999-10-03T00:00:00Z,Lincoln Near-Earth Asteroid Research
22908 Bayefsky-Anand,1999-10-03T00:00:00Z,Lincoln Near-Earth Asteroid Research
25365 Bernreuter,1999-10-03T00:00:00Z,Lincoln Near-Earth Asteroid Research
16085 Laffan,1999-10-03T00:00:00Z,Lincoln Near-Earth Asteroid Research
21814 Shanawolff,1999-10-03T00:00:00Z,Lincoln Near-Earth Asteroid Research
22907 van Voorthuijsen,1999-10-03T00:00:00Z,Lincoln Near-Earth Asteroid Research
22906 Lisauckis,1999-10-03T00:00:00Z,Lincoln Near-Earth Asteroid Research
44711 Carp,1999-10-03T00:00:00Z,Akimasa Nakamura
22957 Vaintrob,1999-10-03T00:00:00Z,Lincoln Near-Earth Asteroid Research
19713 Ibaraki,1999-10-03T00:00:00Z,Lowell Observatory Near-Earth-Object Search
